Symbol,Name,Country,IPO Year,Sector,Industry
SAFM,Sanderson Farms Inc. Common Stock,United States,1987,Consumer Non-Durables,Meat/Poultry/Fish
SAFT,Safety Insurance Group Inc. Common Stock,United States,2002,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
SAIA,Saia Inc. Common Stock,United States,,Transportation,Trucking Freight/Courier Services
SAII,Software Acquisition Group Inc. II Class A Common Stock,United States,2020,Finance,Business Services
SAIIU,Software Acquisition Group Inc. II Unit,United States,2020,Finance,Business Services
SAIIW,Software Acquisition Group Inc. II Warrant,United States,2020,Finance,Business Services
SAL,Salisbury Bancorp Inc. Common Stock,United States,,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,United States,1999,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,2013,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation Common Stock,United States,1993,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,,Consumer Non-Durables,Farming/Seeds/Milling
SASR,Sandy Spring Bancorp Inc. Common Stock,United States,,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,United States,,Consumer Services,Telecommunications Equipment
SAVA,Cassava Sciences Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A Common Stock,United States,1999,Consumer Services,Real Estate Investment Trusts
SBBP,Strongbridge Biopharma plc Ordinary Shares,United States,2015,Health Care,Major Pharmaceuticals
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,,Finance,Major Banks
SBEAU,SilverBox Engaged Merger Corp I Units,United States,,,
SBFG,SB Financial Group Inc. Common Stock,United States,,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,United States,1995,Consumer Services,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,Greece,,Transportation,Marine Transportation
SBNY,Signature Bank Common Stock,United States,2004,Finance,Major Banks
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,United States,,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,United States,,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,United States,2017,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SBUX,Starbucks Corporation Common Stock,United States,1992,Consumer Services,Restaurants
SCHL,Scholastic Corporation Common Stock,United States,1992,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,United States,1993,Consumer Durables,Industrial Specialties
SCKT,Socket Mobile Inc. Common Stock,United States,,Technology,Computer Manufacturing
SCLEU,Broadscale Acquisition Corp. Units,United States,2021,Finance,Business Services
SCOA,ScION Tech Growth I Class A Ordinary Shares,United Kingdom,2021,Finance,Business Services
SCOAU,ScION Tech Growth I Unit,United Kingdom,2020,Finance,Business Services
SCOAW,ScION Tech Growth I Warrant,United Kingdom,2021,Finance,Business Services
SCOBU,ScION Tech Growth II Units,United Kingdom,2021,Finance,Business Services
SCOR,comScore Inc. Common Stock,United States,2018,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A Common Stock,United States,2019,Technology,EDP Services
SCPS,Scopus BioPharma Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,Canada,,,
SCSC,ScanSource Inc. Common Stock,United States,,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,United States,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
SCYX,SCYNEXIS Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
SDACU,Sustainable Development Acquisition I Corp. Unit,United States,2021,Finance,Business Services
SDC,SmileDirectClub Inc. Class A Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SDH,Global Internet of People Inc. Ordinary Shares,China,2021,Miscellaneous,Business Services
SEAC,SeaChange International Inc. Common Stock,United States,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SECO,Secoo Holding Limited ADR,China,2017,Consumer Services,Other Specialty Stores
SEDG,SolarEdge Technologies Inc. Common Stock,Israel,2015,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,China,,Consumer Non-Durables,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SEER,Seer Inc. Class A Common Stock,United States,2020,Capital Goods,Biotechnology: Laboratory Analytical Instruments
SEIC,SEI Investments Company Common Stock,United States,1981,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,United States,2016,Health Care,Major Pharmaceuticals
SELF,Global Self Storage Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,United States,,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,United States,,Consumer Non-Durables,Packaged Foods
SESN,Sesen Bio Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
SFBC,Sound Financial Bancorp Inc. Common Stock,United States,,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,2014,Finance,Major Banks
SFET,Safe-T Group Ltd. American Depositary Share,Israel,2018,Technology,Computer Software: Prepackaged Software
SFIX,Stitch Fix Inc. Class A Common Stock,United States,2017,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,United States,2013,Consumer Services,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,United States,,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,United States,2019,Consumer Durables,Automotive Aftermarket
SG,Sirius International Insurance Group Ltd. Common Share,Bermuda,,Finance,Property-Casualty Insurers
SGA,Saga Communications Inc. Class A Common Stock (FL),United States,,Consumer Services,Broadcasting
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,United States,2020,Finance,Business Services
SGAMU,Seaport Global Acquisition Corp. Unit,United States,2020,Finance,Business Services
SGAMW,Seaport Global Acquisition Corp. Warrant,United States,2020,Finance,Business Services
SGBX,SG Blocks Inc. Common Stock,United States,2017,Consumer Services,RETAIL: Building Materials
SGC,Superior Group of Companies Inc. Common Stock,United States,,Consumer Non-Durables,Apparel
SGEN,Seagen Inc. Common Stock,United States,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,United States,2017,Technology,Semiconductors
SGLB,Sigma Labs Inc. Common Stock,United States,,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,Sigma Labs Inc. Warrant,United States,,Consumer Durables,Miscellaneous manufacturing industries
SGMA,SigmaTron International Inc. Common Stock,United States,1994,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp Common Stock,United States,,Technology,EDP Services
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),China,2010,Technology,Radio And Television Broadcasting And Communications Equipment
SGRP,SPAR Group Inc. Common Stock,United States,,Miscellaneous,Business Services
SGRY,Surgery Partners Inc. Common Stock,United States,2015,Health Care,Hospital/Nursing Management
SGTX,Sigilon Therapeutics Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SHACU,SCP & CO Healthcare Acquisition Company Unit,United States,2021,Finance,Business Services
SHBI,Shore Bancshares Inc Common Stock,United States,,Finance,Major Banks
SHC,Sotera Health Company Common Stock,United States,2020,Health Care,Misc Health and Biotechnology Services
SHEN,Shenandoah Telecommunications Co Common Stock,United States,,Public Utilities,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp Common Stock,Greece,,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,Greece,,Transportation,Marine Transportation
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,Greece,,Transportation,Marine Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,2021,Technology,Semiconductors
SHOO,Steven Madden Ltd. Common Stock,United States,1993,Consumer Non-Durables,Shoe Manufacturing
SHSP,SharpSpring Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
SHYF,The Shyft Group Inc. Common Stock,United States,,Capital Goods,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
SIC,Select Interior Concepts Inc. Class A Common Stock,United States,,Basic Industries,Homebuilding
SIEB,Siebert Financial Corp. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc. Common Stock,United States,2014,Health Care,Industrial Specialties
SIFY,Sify Technologies Limited American Depositary Shares,India,,Technology,Computer Software: Programming Data Processing
SIGA,SIGA Technologies Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SIGI,Selective Insurance Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,Israel,,Technology,Computer Communications Equipment
SILK,Silk Road Medical Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,2005,Technology,Semiconductors
SINA,SINA Corporation Ordinary Shares,China,,Technology,Computer Software: Prepackaged Software
SINO,Sino-Global Shipping America Ltd. Common Stock,United States,,Transportation,Oil Refining/Marketing
SINT,SiNtx Technologies Inc. Common Stock,United States,2014,Health Care,Medical/Dental Instruments
SIOX,Sio Gene Therapies Inc. Common Stock,United Kingdom,,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc. Common Stock,United States,,Consumer Services,Broadcasting
SITM,SiTime Corporation Common Stock,United States,2019,Technology,Semiconductors
SIVB,SVB Financial Group Common Stock,United States,,Finance,Major Banks
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,Finance,Major Banks
SJ,Scienjoy Holding Corporation Ordinary Shares,China,2019,Technology,EDP Services
SKYW,SkyWest Inc. Common Stock,United States,1986,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,United States,2000,Technology,Semiconductors
SLAMU,Slam Corp. Unit,United States,2021,Finance,Business Services
SLCRU,Silver Crest Acquisition Corporation Unit,China,2021,Finance,Business Services
SLCT,Select Bancorp Inc. Common Stock,United States,,Finance,Major Banks
SLDB,Solid Biosciences Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLGG,Super League Gaming Inc. Common Stock,United States,2019,Consumer Services,Services-Misc. Amusement & Recreation
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Israel,2018,Health Care,Major Pharmaceuticals
SLGN,Silgan Holdings Inc. Common Stock,United States,1997,Consumer Durables,Containers/Packaging
SLM,SLM Corporation Common Stock,United States,,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,United Kingdom,,Health Care,Major Pharmaceuticals
SLNO,Soleno Therapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,United States,,Technology,EDP Services
SLRC,SLR Investment Corp. Common Stock,United States,2010,,
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
SLS,SELLAS Life Sciences Group Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,United States,,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,United States,2020,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp. Common Stock,United States,,Basic Industries,Environmental Services
SMID,Smith-Midland Corporation Common Stock,United States,,Capital Goods,Building Materials
SMIT,Schmitt Industries Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SMMF,Summit Financial Group Inc. Common Stock,United States,,Finance,Major Banks
SMMT,Summit Therapeutics Inc. Common Stock ,United Kingdom,2015,Health Care,Major Pharmaceuticals
SMPL,The Simply Good Foods Company Common Stock,United States,,Consumer Non-Durables,Packaged Foods
SMSI,Smith Micro Software Inc. Common Stock,United States,1995,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,United States,,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,United States,,Health Care,Industrial Specialties
SMTX,SMTC Corporation Common Stock,Canada,2000,Technology,Electrical Products
SNBR,Sleep Number Corporation Common Stock,United States,,Consumer Durables,Home Furnishings
SNCA,Seneca Biopharma Inc. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCR,Synchronoss Technologies Inc. Common Stock,United States,2018,Technology,EDP Services
SND,Smart Sand Inc. Common Stock,United States,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE,Sundance Energy Inc. Common Stock ,United States,,Energy,Oil & Gas Production
SNDL,Sundial Growers Inc. Common Shares,Canada,2019,Consumer Durables,Specialty Chemicals
SNDX,Syndax Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Major Pharmaceuticals
SNES,SenesTech Inc. Common Stock,United States,2016,Basic Industries,Agricultural Chemicals
SNEX,StoneX Group Inc. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,United States,,Finance,Finance: Consumer Services
SNGX,Soligenix Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SNGXW,Soligenix Inc. Warrant,United States,,Health Care,Major Pharmaceuticals
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SNPS,Synopsys Inc. Common Stock,United States,1992,Technology,Computer Software: Prepackaged Software
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,United States,2021,Finance,Business Services
SNRHU,Senior Connect Acquisition Corp. I Unit,United States,2020,Finance,Business Services
SNRHW,Senior Connect Acquisition Corp. I Warrant,United States,2021,Finance,Business Services
SNSE,Sensei Biotherapeutics Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
SNY,Sanofi ADR,France,,Health Care,Major Pharmaceuticals
SOHO,Sotherly Hotels Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,China,,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,Canada,,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,Canada,,Capital Goods,Auto Manufacturing
SOLY,Soliton Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SONA,Southern National Bancorp of Virginia Inc. Common Stock,United States,,Finance,Major Banks
SONM,Sonim Technologies Inc. Common Stock,United States,2019,Public Utilities,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SONO,Sonos Inc. Common Stock,United States,2018,Consumer Non-Durables,Consumer Electronics/Appliances
SP,SP Plus Corporation Common Stock,United States,,Consumer Services,Rental/Leasing Companies
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Israel,,Technology,Semiconductors
SPFI,South Plains Financial Inc. Common Stock,United States,2019,Finance,Major Banks
SPI,SPI Energy Co. Ltd. Ordinary Shares,China,,Technology,Semiconductors
SPKE,Spark Energy Inc. Class A Common Stock,United States,2014,Public Utilities,Power Generation
SPKEP,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States,,Public Utilities,Power Generation
SPLK,Splunk Inc. Common Stock,United States,2012,Technology,Computer Software: Prepackaged Software
SPNE,SeaSpine Holdings Corporation Common Stock,United States,,Health Care,Medical/Dental Instruments
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Curacao,1992,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,United States,,Health Care,Major Pharmaceuticals
SPRB,Spruce Biosciences Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SPRO,Spero Therapeutics Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
SPRT,Support.com Inc. Common Stock,United States,2000,Technology,EDP Services
SPSC,SPS Commerce Inc. Common Stock,United States,2010,Technology,Computer Software: Prepackaged Software
SPT,Sprout Social Inc Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
SPTKU,SportsTek Acquisition Corp. Unit,United States,2021,Finance,Business Services
SPTN,SpartanNash Company Common Stock,United States,,Consumer Non-Durables,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,United States,2014,Consumer Services,Other Specialty Stores
SPWR,SunPower Corporation Common Stock,United States,2005,Technology,Semiconductors
SQBG,Sequential Brands Group Inc. Common Stock,United States,,Consumer Non-Durables,Apparel
SQFT,Presidio Property Trust Inc. Class A Common Stock,United States,2020,Consumer Services,Real Estate Investment Trusts
SRAC,Stable Road Acquisition Corp. Class A Common Stock,United States,2019,Capital Goods,Military/Government/Technical
SRACU,Stable Road Acquisition Corp. Unit,United States,2019,Capital Goods,Military/Government/Technical
SRACW,Stable Road Acquisition Corp. Warrant,United States,2019,Capital Goods,Military/Government/Technical
SRAX,SRAX Inc. Class A Common Stock,United States,,Technology,Advertising
SRCE,1st Source Corporation Common Stock,United States,,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,United States,1996,Basic Industries,Environmental Services
SRDX,Surmodics Inc. Common Stock,United States,1998,Health Care,Medical/Dental Instruments
SREV,ServiceSource International Inc. Common Stock,United States,2011,Miscellaneous,Business Services
SRGA,Surgalign Holdings Inc. Common Stock,United States,,Health Care,Industrial Specialties
SRNE,Sorrento Therapeutics Inc.  Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRNGU,Soaring Eagle Acquisition Corp. Unit,United States,2021,,
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States,,Health Care,Major Pharmaceuticals
SRRA,Sierra Oncology Inc. Common Stock,Canada,2015,Health Care,Major Pharmaceuticals
SRRK,Scholar Rock Holding Corporation Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
SRSAU,Sarissa Capital Acquisition Corp. Unit,United States,2020,Finance,Business Services
SRSAW,Sarissa Capital Acquisition Corp. Warrants,United States,2020,Finance,Business Services
SRTS,Sensus Healthcare Inc. Common Stock,United States,2016,Health Care,Medical/Dental Instruments
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,United States,2021,Finance,Business Services
SSB,South State Corporation Common Stock,United States,,Finance,Major Banks
SSBI,Summit State Bank Common Stock,United States,2006,,
SSKN,Strata Skin Sciences Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States,2010,Technology,Computer Software: Prepackaged Software
SSNT,SilverSun Technologies Inc. Common Stock,United States,,Miscellaneous,Business Services
SSP,E.W. Scripps Company (The) Class A Common Stock,United States,,Consumer Services,Broadcasting
SSPK,Silver Spike Acquisition Corp. Class A Ordinary Shares,United States,2019,Technology,Computer Software: Prepackaged Software
SSPKU,Silver Spike Acquisition Corp. Units,United States,2019,Technology,Computer Software: Prepackaged Software
SSPKW,Silver Spike Acquisition Corp. Warrants,United States,2019,Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc. Common Stock,Canada,,Basic Industries,Precious Metals
SSSS,SuRo Capital Corp. Common Stock,United States,2011,,
SSTI,ShotSpotter Inc. Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States,1994,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company Common Stock,United States,,Health Care,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc. Common Stock (DE),United States,,Technology,Professional Services
STAY,Extended Stay America Inc. Paired Shares,United States,,Consumer Services,Hotels/Resorts
STBA,S&T Bancorp Inc. Common Stock,United States,,Finance,Major Banks
STCN,Steel Connect Inc. Common Stock,United States,,Miscellaneous,Business Services
STEP,StepStone Group Inc. Class A Common Stock,United States,2020,Finance,Investment Managers
STFC,State Auto Financial Corporation Common Stock,United States,1991,Finance,Property-Casualty Insurers
STIM,Neuronetics Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
STKL,SunOpta Inc. Common Stock,Canada,,Consumer Services,Farming/Seeds/Milling
STKS,The ONE Group Hospitality Inc. Common Stock,United States,,Consumer Services,Restaurants
STLD,Steel Dynamics Inc.,United States,1996,Basic Industries,Steel/Iron Ore
STMP,Stamps.com Inc.  Common Stock ($0.001 Par Value),United States,1999,Miscellaneous,Business Services
STND,Standard AVB Financial Corp. Common Stock,United States,,Finance,Major Banks
STNE,StoneCo Ltd. Class A Common Shares,Brazil,2018,Technology,EDP Services
STOK,Stoke Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
STRA,Strategic Education Inc. Common Stock,United States,1996,Consumer Services,Other Consumer Services
STRL,Sterling Construction Company Inc Common Stock,United States,,Basic Industries,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,United States,,Technology,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties Inc. Common Stock,United States,,Consumer Services,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
STSA,Satsuma Pharmaceuticals Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
STTK,Shattuck Labs Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
STWO,ACON S2 Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
STWOU,ACON S2 Acquisition Corp. Unit,United States,2020,Finance,Business Services
STWOW,ACON S2 Acquisition Corp. Warrant,United States,2020,Finance,Business Services
STX,Seagate Technology PLC Ordinary Shares (Ireland),Ireland,2002,Technology,Electronic Components
STXB,Spirit of Texas Bancshares Inc. Common Stock,United States,2018,Finance,Major Banks
SUMO,Sumo Logic Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
SUMR,Summer Infant Inc. Common Stock,United States,,Consumer Durables,Miscellaneous manufacturing industries
SUNS,SLR Senior Investment Corp. Common Stock,United States,,,
SUNW,Sunworks Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,2012,Health Care,Major Pharmaceuticals
SURF,Surface Oncology Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SV,Spring Valley Acquisition Corp. Class A Ordinary Share,United States,2020,Finance,Business Services
SVAC,Starboard Value Acquisition Corp. Class A Common Stock,United States,2020,Finance,Business Services
SVACU,Starboard Value Acquisition Corp. Unit,United States,2020,Finance,Business Services
SVACW,Starboard Value Acquisition Corp. Warrant,United States,2020,Finance,Business Services
SVBI,Severn Bancorp Inc,United States,,Finance,Major Banks
SVC,Service Properties Trust Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SVFA,SVF Investment Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
SVFAU,SVF Investment Corp. Unit,United States,2021,Finance,Business Services
SVFAW,SVF Investment Corp. Warrant,United States,2021,Finance,Business Services
SVMK,SVMK Inc. Common Stock,United States,2018,Technology,Computer Software: Programming Data Processing
SVOK,Seven Oaks Acquisition Corp. Class A Common Stock,United States,2021,Finance,Business Services
SVOKU,Seven Oaks Acquisition Corp. Unit,United States,2020,Finance,Business Services
SVOKW,Seven Oaks Acquisition Corp. Warrant,United States,2021,Finance,Business Services
SVRA,Savara Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SVSVU,Spring Valley Acquisition Corp. Unit,United States,2020,Finance,Business Services
SVSVW,Spring Valley Acquisition Corp. Warrant,United States,2020,Finance,Business Services
SVVC,Firsthand Technology Value Fund Inc. Common Stock,United States,,,
SWAV,ShockWave Medical Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,United States,,Capital Goods,Ordnance And Accessories
SWETU,Athlon Acquisition Corp. Unit,United States,2021,Finance,Business Services
SWIR,Sierra Wireless Inc. Common Stock,Canada,,Technology,Radio And Television Broadcasting And Communications Equipment
SWKH,SWK Holdings Corporation Common Stock,United States,,Finance,Diversified Financial Services
SWKS,Skyworks Solutions Inc. Common Stock,United States,,Technology,Semiconductors
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,China,2019,Health Care,Major Pharmaceuticals
SY,So-Young International Inc. American Depository Shares,China,2019,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
SYKE,Sykes Enterprises Incorporated Common Stock,United States,1996,Technology,EDP Services
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,2002,Technology,Semiconductors
SYNC,Synacor Inc. Common Stock,United States,2012,Technology,Computer Software: Programming Data Processing
SYNH,Syneos Health Inc. Class A Common Stock,United States,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYNL,Synalloy Corporation Common Stock,United States,,Basic Industries,Steel/Iron Ore
SYPR,Sypris Solutions Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SYRS,Syros Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Major Pharmaceuticals
SYTA,Siyata Mobile Inc. Common Shares,Canada,2020,Public Utilities,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Canada,2020,Public Utilities,Telecommunications Equipment
